unigene,A Chr,C Chr,AGI
Bo8g077680.1,.,C08,0
Bo8g077690.1,.,C08,0
Bo8g077700.1,.,C08,0
Bo8g077710.1,.,C08,AT3G49310.1
Bo8g077720.1,.,C08,AT3G49330.1
Bo8g077730.1,.,C08,0
BnaC08g21040D,.,C08,0
BnaC08g21050D,.,C08,0
BnaC08g21060D,.,C08,0
Bo8g077740.1,.,C08,0
Bo8g077750.1,.,C08,AT3G49370.1
Bo8g077760.1,.,C08,AT3G49380.1
Bo8g077770.1,.,C08,AT3G49390.2
BnaC08g21110D,.,C08,0
BnaC08g21120D,.,C08,0
Bo8g077780.1,.,C08,AT3G49430.3
Bo8g077790.1,.,C08,0
Bo8g077800.1,.,C08,AT3G49450.1
Bo8g077810.1,.,C08,0
Bo8g077820.1,.,C08,AT3G49450.1
Bo8g077830.1,.,C08,AT3G49490.1
Bo8g077840.1,.,C08,AT3G49530.1
Bo8g077850.1,.,C08,AT3G49540.1
Bo8g077860.1,.,C08,0
Bo8g077870.1,.,C08,AT3G49580.1
Bo8g077880.1,.,C08,0
Bo8g077890.1,.,C08,AT4G08700.1
Bo8g077900.1,.,C08,AT3G49600.1
Bo8g077910.1,.,C08,AT3G49601.1
BnaC08g21220D,.,C08,0
BnaC08g21230D,.,C08,0
BnaC08g21240D,.,C08,0
Bo8g077920.1,.,C08,AT3G49620.1
Bo8g077930.1,.,C08,AT3G49640.1
BnaC08g21270D,.,C08,0
BnaC08g21280D,.,C08,AT1G33260.1
Bo8g078930.1,.,C08,AT3G49680.2
Bo8g078940.1,.,C08,AT3G49690.1
Bo8g078950.1,.,C08,0
Bo8g078960.1,.,C08,AT3G49700.1
Bo8g078970.1,.,C08,AT3G49710.1
Bo8g078980.1,.,C08,AT3G49725.1
Bo8g078990.1,.,C08,0
Bo8g079000.1,.,C08,AT3G49730.1
Bo8g079010.1,.,C08,AT3G49750.1
Bo8g079020.1,.,C08,AT3G49760.1
Bo8g079030.1,.,C08,0
Bo8g079040.1,.,C08,0
Bo8g079050.1,.,C08,0
Bo8g079060.1,.,C08,0
Bo8g079070.1,.,C08,0
Bo8g079080.1,.,C08,0
Bo8g079090.1,.,C08,0
BnaC08g21410D,.,C08,AT3G28715.2
Bo8g079100.1,.,C08,0
Bo8g079110.1,.,C08,AT3G28715.2
Bo8g079120.1,.,C08,AT3G28700.1
Bo8g079130.1,.,C08,0
Bo8g079140.1,.,C08,0
Bo8g079150.1,.,C08,AT3G49880.1
Bo8g079160.1,.,C08,0
Bo8g079170.1,.,C08,AT3G49900.1
Bo8g079180.1,.,C08,AT3G49910.1
Bo8g079190.1,.,C08,0
Bo8g079200.1,.,C08,0
Bo8g079210.1,.,C08,0
Bo8g079220.1,.,C08,0
Bo8g079230.1,.,C08,0
Bo8g079240.1,.,C08,0
Bo8g079250.1,.,C08,AT3G49950.1
Bo8g079260.1,.,C08,0
Bo8g079270.1,.,C08,0
Bo8g079280.1,.,C08,AT2G25240.1
Bo8g079290.1,.,C08,AT2G25240.1
Bo8g079300.1,.,C08,AT3G03280.1
Bo8g079310.1,.,C08,0
Bo8g079320.1,.,C08,0
Bo8g079330.1,.,C08,AT2G25240.1
Bo8g079340.1,.,C08,0
Bo8g079350.1,.,C08,0
Bo8g079360.1,.,C08,0
Bo8g079370.1,.,C08,AT3G49970.1
Bo8g079380.1,.,C08,AT3G50000.1
Bo8g079390.1,.,C08,0
Bo8g079400.1,.,C08,AT1G12280.1
Bo8g079410.1,.,C08,AT3G50050.1
Bo8g079420.1,.,C08,0
Bo8g079430.1,.,C08,AT3G50060.1
Bo8g079440.1,.,C08,0
Bo8g079450.1,.,C08,0
Bo8g079460.1,.,C08,0
Bo8g079470.1,.,C08,0
Bo8g079480.1,.,C08,0
Bo8g079490.1,.,C08,0
Bo8g079500.1,.,C08,0
Bo8g079510.1,.,C08,0
Bo8g079520.1,.,C08,AT4G14610.1
Bo8g079530.1,.,C08,0
Bo8g079540.1,.,C08,0
Bo8g079550.1,.,C08,AT3G50100.1
Bo8g079560.1,.,C08,AT3G50120.1
Bo8g079570.1,.,C08,AT3G50150.1
Bo8g079580.1,.,C08,0
Bo8g079590.1,.,C08,0
Bo8g079600.1,.,C08,AT3G50210.3
Bo8g079610.1,.,C08,0
Bo8g079620.1,.,C08,0
Bo8g079630.1,.,C08,AT3G50220.1
Bo8g079640.1,.,C08,AT3G50240.1
Bo8g079650.1,.,C08,0
Bo8g079660.1,.,C08,0
BnaC08g21650D,.,C08,0
Bo8g079670.1,.,C08,AT3G50270.1
Bo8g079680.1,.,C08,0
Bo8g079690.1,.,C08,AT3G50310.1
Bo8g079700.1,.,C08,0
BnaC08g21690D,.,C08,0
BnaC08g21700D,.,C08,0
BnaC08g21710D,.,C08,0
BnaC08g21720D,.,C08,0
Bo8g079710.1,.,C08,AT3G50330.1
Bo8g079720.1,.,C08,0
Bo8g079730.1,.,C08,AT3G50340.1
BnaC08g21760D,.,C08,0
Bo8g079740.1,.,C08,0
Bo8g079750.1,.,C08,AT3G50370.1
Bo8g079760.1,.,C08,AT5G62520.1
Bo8g079770.1,.,C08,0
Bo8g079780.1,.,C08,0
Bo8g079790.1,.,C08,0
Bo8g079800.1,.,C08,0
Bo8g079810.1,.,C08,0
Bo8g079820.1,.,C08,AT1G36445.1
Bo8g079830.1,.,C08,0
Bo8g079840.1,.,C08,0
Bo8g079850.1,.,C08,0
Bo8g079860.1,.,C08,0
Bo8g079870.1,.,C08,0
Bo8g079880.1,.,C08,0
Bo8g079890.1,.,C08,0
Bo8g079900.1,.,C08,0
Bo8g079910.1,.,C08,AT3G50410.1
Bo8g079920.1,.,C08,0
Bo8g079930.1,.,C08,AT3G50470.1
Bo8g079940.1,.,C08,AT3G50500.2
Bo8g079950.1,.,C08,0
Bo8g079960.1,.,C08,AT3G50530.1
Bo8g079970.1,.,C08,0
Bo8g079980.1,.,C08,0
Bo8g079990.1,.,C08,AT3G50560.1
Bo8g080000.1,.,C08,0
Bo8g080010.1,.,C08,AT4G14740.3
BnaC08g22000D,.,C08,AT3G50620.1
Bo8g080020.1,.,C08,AT3G50590.1
Bo8g080030.1,.,C08,0
Bo8g080040.1,.,C08,AT3G50620.1
Bo8g080050.1,.,C08,0
BnaC08g22020D,.,C08,0
Bo8g080060.1,.,C08,0
Bo8g080070.1,.,C08,0
BnaC08g22040D,.,C08,0
BnaC08g22050D,.,C08,AT3G09840.1
BnaC08g22060D,.,C08,0
BnaC08g22070D,.,C08,0
BnaC08g22080D,.,C08,0
BnaC08g22090D,.,C08,0
Bo8g080080.1,.,C08,AT3G50660.1
Bo8g080090.1,.,C08,0
Bo8g080100.1,.,C08,AT3G50700.1
Bo8g080110.1,.,C08,0
Bo8g080120.1,.,C08,0
Bo8g080130.1,.,C08,0
Bo8g080140.1,.,C08,0
Bo8g080150.1,.,C08,0
Bo8g080160.1,.,C08,0
Bo8g080170.1,.,C08,AT4G32180.3
Bo8g080180.1,.,C08,AT3G50780.1
Bo8g080190.1,.,C08,AT3G50790.1
BnaC08g22130D,.,C08,AT5G52540.1
Bo8g080200.1,.,C08,AT3G50800.1
Bo8g080210.1,.,C08,0
Bo8g080220.1,.,C08,0
Bo8g080230.1,.,C08,0
Bo8g080240.1,.,C08,AT3G50810.1
BnaC08g22180D,.,C08,0
BnaC08g22190D,.,C08,0
Bo8g080250.1,.,C08,AT3G50820.1
Bo8g080260.1,.,C08,AT3G50830.1
Bo8g080270.1,.,C08,0
Bo8g080280.1,.,C08,0
Bo8g080290.1,.,C08,AT3G50845.1
Bo8g080300.1,.,C08,0
Bo8g080310.1,.,C08,0
Bo8g080320.1,.,C08,0
Bo8g080330.1,.,C08,AT3G50870.1
Bo8g080340.1,.,C08,0
Bo8g080350.1,.,C08,AT3G50890.1
Bo8g080360.1,.,C08,0
Bo8g080370.1,.,C08,AT3G50910.1
Bo8g080380.1,.,C08,0
Bo8g080390.1,.,C08,0
Bo8g080400.1,.,C08,0
Bo8g080410.1,.,C08,0
Bo8g080420.1,.,C08,0
Bo8g080430.1,.,C08,0
Bo8g080440.1,.,C08,0
Bo8g080450.1,.,C08,0
Bo8g080460.1,.,C08,AT3G50930.1
Bo8g080470.1,.,C08,AT3G50940.1
Bo8g080480.1,.,C08,AT3G50950.1
Bo8g080490.1,.,C08,0
Bo8g080500.1,.,C08,AT3G50960.1
Bo8g080510.1,.,C08,0
Bo8g080520.1,.,C08,0
BnaC08g22420D,.,C08,0
Bo8g080530.1,.,C08,0
Bo8g080540.1,.,C08,0
BnaC08g22430D,.,C08,0
Bo8g080550.1,.,C08,0
Bo8g080560.1,.,C08,AT3G49330.1
Bo8g080570.1,.,C08,0
Bo8g080580.1,.,C08,AT3G49310.1
Bo8g080590.1,.,C08,0
Bo8g080600.1,.,C08,AT3G51000.1
Bo8g080610.1,.,C08,AT3G51010.1
Bo8g080620.1,.,C08,AT3G51020.1
Bo8g080630.1,.,C08,AT3G51030.1
Bo8g080640.1,.,C08,0
Bo8g080650.1,.,C08,AT3G52450.1
Bo8g080660.1,.,C08,AT3G52440.1
Bo8g080670.1,.,C08,0
Bo8g080680.1,.,C08,0
Bo8g080690.1,.,C08,0
Bo8g080700.1,.,C08,0
Bo8g080710.1,.,C08,0
Bo8g080720.1,.,C08,0
Bo8g080730.1,.,C08,0
Bo8g080740.1,.,C08,0
Bo8g080750.1,.,C08,0
BnaC08g23650D,.,C08,0
Bo8g080760.1,.,C08,0
Bo8g080770.1,.,C08,0
Bo8g080780.1,.,C08,AT3G52360.1
Bo8g080790.1,.,C08,AT3G52300.1
Bo8g080800.1,.,C08,0
Bo8g080810.1,.,C08,0
Bo8g080820.1,.,C08,AT3G52270.1
Bo8g080830.1,.,C08,0
BnaC08g23570D,.,C08,0
Bo8g080840.1,.,C08,AT3G52250.1
Bo8g080850.1,.,C08,0
Bo8g080860.1,.,C08,AT3G52240.1
Bo8g080870.1,.,C08,AT3G52230.1
Bo8g080880.1,.,C08,AT3G52220.1
Bo8g080890.1,.,C08,AT3G52210.1
Bo8g080900.1,.,C08,AT3G52200.2
Bo8g080910.1,.,C08,AT3G52190.1
Bo8g080920.1,.,C08,AT3G52180.1
Bo8g080930.1,.,C08,AT3G52140.1
Bo8g080940.1,.,C08,AT3G52130.1
Bo8g080950.1,.,C08,AT3G52120.1
Bo8g080960.1,.,C08,AT3G52110.1
Bo8g080970.1,.,C08,AT3G52105.1
Bo8g080980.1,.,C08,AT3G52100.1
Bo8g080990.1,.,C08,0
BnaC08g23400D,.,C08,0
Bo8g081000.1,.,C08,AT3G21640.1
Bo8g081010.1,.,C08,0
Bo8g081020.1,.,C08,0
Bo8g081030.1,.,C08,AT3G52050.3
Bo8g081040.1,.,C08,AT3G52040.1
Bo8g081050.1,.,C08,AT3G51990.1
Bo8g081060.1,.,C08,AT3G51980.1
Bo8g081070.1,.,C08,AT3G51970.1
Bo8g081080.1,.,C08,0
Bo8g081090.1,.,C08,AT3G51970.1
Bo8g081100.1,.,C08,0
Bo8g081110.1,.,C08,AT3G51950.2
Bo8g081120.1,.,C08,AT4G01975.1
Bo8g081130.1,.,C08,0
Bo8g081140.1,.,C08,0
Bo8g081150.1,.,C08,AT3G51930.1
BnaC08g23270D,.,C08,0
BnaC08g23260D,.,C08,0
BnaC08g23240D,.,C08,0
Bo8g081160.1,.,C08,AT3G51920.1
BnaC08g23230D,.,C08,0
Bo8g081170.1,.,C08,0
BnaC08g23210D,.,C08,0
Bo8g081180.1,.,C08,0
Bo8g081190.1,.,C08,AT3G51895.1
Bo8g081200.1,.,C08,AT3G51880.3
Bo8g081210.1,.,C08,AT3G51850.1
Bo8g081220.1,.,C08,AT3G32904.1
BnaC08g23170D,.,C08,0
Bo8g081230.1,.,C08,AT3G51840.1
Bo8g081240.1,.,C08,AT3G51820.1
Bo8g081250.1,.,C08,AT3G51790.1
Bo8g081260.1,.,C08,AT3G51780.1
Bo8g081270.1,.,C08,AT3G51770.2
Bo8g081280.1,.,C08,AT3G51760.3
Bo8g081290.1,.,C08,AT5G39000.1
Bo8g081300.1,.,C08,0
Bo8g081310.1,.,C08,AT3G51730.1
BnaC08g23030D,.,C08,0
BnaC08g23040D,.,C08,0
Bo8g081320.1,.,C08,0
Bo8g081330.1,.,C08,0
Bo8g081340.1,.,C08,0
Bo8g081350.1,.,C08,AT3G47090.1
Bo8g081360.1,.,C08,0
Bo8g081370.1,.,C08,0
Bo8g081380.1,.,C08,0
Bo8g081390.1,.,C08,AT3G51680.1
Bo8g081400.1,.,C08,AT3G51670.1
Bo8g081410.1,.,C08,AT3G51660.1
Bo8g081420.1,.,C08,AT3G51640.1
BnaC08g22950D,.,C08,0
Bo8g081430.1,.,C08,AT3G51630.2
Bo8g081440.1,.,C08,AT3G51600.1
Bo8g081450.1,.,C08,0
Bo8g081460.1,.,C08,AT3G51570.1
Bo8g081470.1,.,C08,AT3G51560.1
Bo8g081480.1,.,C08,AT3G51550.1
Bo8g081490.1,.,C08,AT3G51540.1
Bo8g081500.1,.,C08,AT3G51510.1
Bo8g081510.1,.,C08,AT3G51490.2
Bo8g081520.1,.,C08,AT3G51480.1
Bo8g081530.1,.,C08,AT3G51470.1
Bo8g081540.1,.,C08,AT3G51460.1
Bo8g081550.1,.,C08,AT3G51440.1
Bo8g081560.1,.,C08,AT3G51410.1
Bo8g081570.1,.,C08,AT3G51400.1
Bo8g081580.1,.,C08,AT3G51390.1
Bo8g081590.1,.,C08,0
Bo8g081600.1,.,C08,AT3G51380.1
Bo8g081610.1,.,C08,AT3G51370.1
Bo8g081620.1,.,C08,0
Bo8g081630.1,.,C08,AT3G51360.1
Bo8g081640.1,.,C08,AT3G51340.1
Bo8g081650.1,.,C08,AT3G51325.1
Bo8g081660.1,.,C08,0
Bo8g081670.1,.,C08,AT3G51320.1
Bo8g081680.1,.,C08,AT3G51310.1
Bo8g081690.1,.,C08,AT3G51300.1
Bo8g081700.1,.,C08,0
Bo8g081710.1,.,C08,AT3G51290.2
Bo8g081720.1,.,C08,AT3G51280.1
Bo8g081730.1,.,C08,AT3G51270.1
Bo8g081740.1,.,C08,AT3G51260.1
Bo8g081750.1,.,C08,AT3G51250.1
Bo8g081760.1,.,C08,0
Bo8g081770.1,.,C08,AT3G51240.1
Bo8g081780.1,.,C08,AT3G51220.1
BnaC08g22610D,.,C08,0
Bo8g081790.1,.,C08,0
Bo8g081800.1,.,C08,0
Bo8g081810.1,.,C08,0
Bo8g081820.1,.,C08,AT3G51180.1
Bo8g081830.1,.,C08,AT3G51160.1
Bo8g081840.1,.,C08,AT3G51150.2
Bo8g081850.1,.,C08,AT3G51150.2
Bo8g081860.1,.,C08,AT3G51130.1
BnaC08g22540D,.,C08,0
Bo8g081870.1,.,C08,AT3G51120.1
Bo8g081880.1,.,C08,AT3G51070.1
Bo8g081890.1,.,C08,0
Bo8g081900.1,.,C08,AT3G51060.1
Bo8g081910.1,.,C08,AT3G51050.1
Bo8g081920.1,.,C08,AT5G26680.2
Bo8g081930.1,.,C08,0
Bo8g081940.1,.,C08,0
Bo8g081950.1,.,C08,AT3G52460.1
Bo8g081960.1,.,C08,AT3G52470.1
Bo8g081970.1,.,C08,AT1G70430.1
Bo8g081980.1,.,C08,0
BnaC08g23720D,.,C08,AT1G72040.1
Bo8g081990.1,.,C08,AT1G72040.1
Bo8g082000.1,.,C08,AT3G52490.1
BnaC08g23750D,.,C08,0
BnaC08g23760D,.,C08,0
Bo8g082010.1,.,C08,AT1G42690.1
Bo8g082020.1,.,C08,0
Bo8g082030.1,.,C08,AT3G52550.1
Bo8g082040.1,.,C08,AT3G52560.1
Bo8g082050.1,.,C08,0
Bo8g082060.1,.,C08,AT3G52570.1
Bo8g082070.1,.,C08,AT3G52580.1
BnaC08g23830D,.,C08,0
Bo8g082080.1,.,C08,AT3G52590.1
Bo8g082090.1,.,C08,AT3G52610.1
Bo8g082100.1,.,C08,0
Bo8g082110.1,.,C08,AT3G52660.2
Bo8g082120.1,.,C08,AT4G00160.1
Bo8g082130.1,.,C08,0
Bo8g082140.1,.,C08,0
Bo8g082150.1,.,C08,0
Bo8g082160.1,.,C08,AT1G70505.1
Bo8g082170.1,.,C08,AT3G52710.1
Bo8g082180.1,.,C08,AT3G52720.1
Bo8g082190.1,.,C08,0
Bo8g082200.1,.,C08,AT3G52740.1
Bo8g082210.1,.,C08,0
Bo8g082220.1,.,C08,AT3G52750.1
Bo8g082230.1,.,C08,AT3G52770.1
Bo8g082240.1,.,C08,AT3G52780.1
BnaC08g23990D,.,C08,0
BnaC08g24000D,.,C08,0
Bo8g082250.1,.,C08,0
Bo8g082260.1,.,C08,0
Bo8g082270.1,.,C08,AT3G52800.1
Bo8g082280.1,.,C08,AT3G52820.1
Bo8g082290.1,.,C08,AT3G52850.1
BnaC08g24050D,.,C08,AT3G52860.1
Bo8g082300.1,.,C08,AT3G52880.1
Bo8g082310.1,.,C08,AT1G61360.2
Bo8g082320.1,.,C08,0
Bo8g082330.1,.,C08,AT3G52890.2
Bo8g082340.1,.,C08,AT3G52900.1
Bo8g082350.1,.,C08,AT3G52910.1
Bo8g082360.1,.,C08,AT3G52920.2
Bo8g082370.1,.,C08,AT3G52930.1
Bo8g082380.1,.,C08,AT2G36530.1
Bo8g082390.1,.,C08,0
BnaC08g24130D,.,C08,0
BnaC08g24140D,.,C08,0
Bo8g082400.1,.,C08,0
Bo8g082410.1,.,C08,AT3G52960.1
Bo8g082420.1,.,C08,AT3G52990.1
Bo8g082430.1,.,C08,AT3G53000.1
Bo8g082440.1,.,C08,AT3G53010.1
Bo8g082450.1,.,C08,AT3G22350.2
Bo8g082460.1,.,C08,AT3G53020.1
Bo8g082470.1,.,C08,AT3G53030.1
Bo8g082480.1,.,C08,0
Bo8g082490.1,.,C08,AT3G53150.1
Bo8g082500.1,.,C08,AT2G32080.2
Bo8g082510.1,.,C08,AT3G53160.1
Bo8g082520.1,.,C08,0
Bo8g082530.1,.,C08,AT3G53170.1
Bo8g082540.1,.,C08,AT3G53180.1
BnaC08g24290D,.,C08,0
Bo8g082550.1,.,C08,0
Bo8g082560.1,.,C08,AT3G53190.1
Bo8g082570.1,.,C08,AT3G53200.1
Bo8g082580.1,.,C08,AT3G53230.1
Bo8g082590.1,.,C08,0
Bo8g082600.1,.,C08,AT3G53235.1
Bo8g082610.1,.,C08,AT3G53250.1
Bo8g082620.1,.,C08,AT3G53260.1
Bo8g082630.1,.,C08,0
Bo8g082640.1,.,C08,AT3G53280.1
BnaC08g24390D,.,C08,0
Bo8g082650.1,.,C08,AT3G53300.1
Bo8g082660.1,.,C08,AT5G35715.1
Bo8g082670.1,.,C08,0
Bo8g082680.1,.,C08,AT3G53320.1
Bo8g082690.1,.,C08,AT3G53340.1
Bo8g082700.1,.,C08,0
BnaC08g24460D,.,C08,0
BnaC08g24470D,.,C08,0
BnaC08g24480D,.,C08,AT3G42850.1
Bo8g082710.1,.,C08,AT3G18970.1
Bo8g082720.1,.,C08,0
Bo8g082730.1,.,C08,0
Bo8g082740.1,.,C08,0
Bo8g082750.1,.,C08,AT3G53350.1
Bo8g082760.1,.,C08,AT3G53360.1
Bo8g082770.1,.,C08,0
Bo8g082780.1,.,C08,AT3G53390.1
Bo8g082790.1,.,C08,AT3G53402.1
Bo8g082800.1,.,C08,AT3G53420.2
Bo8g082810.1,.,C08,0
Bo8g082820.1,.,C08,AT3G53440.2
Bo8g082830.1,.,C08,0
Bo8g082840.1,.,C08,AT3G53440.2
Bo8g082850.1,.,C08,AT3G53450.1
Bo8g082860.1,.,C08,0
Bo8g082870.1,.,C08,AT3G53470.1
Bo8g082880.1,.,C08,AT3G53500.2
Bo8g082890.1,.,C08,AT3G53510.1
Bo8g082900.1,.,C08,AT3G53520.1
Bo8g082910.1,.,C08,AT3G53530.1
Bo8g082920.1,.,C08,AT3G53540.1
Bo8g082930.1,.,C08,AT3G53550.1
Bo8g082940.1,.,C08,AT3G53560.1
Bo8g082950.1,.,C08,AT3G53570.4
Bo8g082960.1,.,C08,AT3G53580.1
Bo8g082970.1,.,C08,AT4G31180.2
Bo8g082980.1,.,C08,AT4G31180.2
Bo8g082990.1,.,C08,AT3G53590.1
Bo8g083000.1,.,C08,AT3G53610.3
Bo8g083010.1,.,C08,AT3G53620.1
Bo8g083020.1,.,C08,AT3G53630.1
Bo8g083030.1,.,C08,AT3G53650.1
Bo8g083040.1,.,C08,AT3G53670.2
Bo8g083050.1,.,C08,AT3G53710.2
Bo8g083060.1,.,C08,AT3G53720.1
Bo8g083070.1,.,C08,AT1G07820.2
Bo8g083080.1,.,C08,0
BnaC08g24740D,.,C08,0
Bo8g083090.1,.,C08,0
Bo8g083100.1,.,C08,AT3G53750.1
Bo8g083110.1,.,C08,AT3G53760.1
Bo8g083120.1,.,C08,AT3G53780.2
Bo8g083130.1,.,C08,0
Bo8g083140.1,.,C08,AT3G53800.1
Bo8g083150.1,.,C08,AT3G53810.1
Bo8g083160.1,.,C08,AT3G53820.1
Bo8g083170.1,.,C08,0
Bo8g083180.1,.,C08,0
BnaC08g24820D,.,C08,AT2G39060.1
BnaC08g24830D,.,C08,0
Bo8g083190.1,.,C08,AT3G53840.1
Bo8g083200.1,.,C08,AT3G53840.1
Bo8g083210.1,.,C08,AT3G53850.1
Bo8g083220.1,.,C08,AT3G53880.1
Bo8g083230.1,.,C08,AT3G53890.2
Bo8g083240.1,.,C08,AT3G53900.2
Bo8g083250.1,.,C08,AT3G53960.1
Bo8g083260.1,.,C08,0
Bo8g083270.1,.,C08,AT3G53990.1
Bo8g083280.1,.,C08,AT3G10970.3
Bo8g083290.1,.,C08,0
Bo8g083300.1,.,C08,0
Bo8g083310.1,.,C08,AT3G54040.1
Bo8g083320.1,.,C08,AT2G05140.1
Bo8g083330.1,.,C08,AT3G54050.2
Bo8g083340.1,.,C08,0
Bo8g083350.1,.,C08,0
Bo8g083360.1,.,C08,0
Bo8g083370.1,.,C08,AT3G54080.1
Bo8g083380.1,.,C08,AT3G54085.2
BnaC08g24930D,.,C08,AT3G54090.1
Bo8g083390.1,.,C08,AT3G54100.1
Bo8g083400.1,.,C08,AT3G54120.1
Bo8g083410.1,.,C08,AT4G13460.2
Bo8g083420.1,.,C08,AT3G54130.1
Bo8g083430.1,.,C08,AT5G08680.1
Bo8g083440.1,.,C08,AT3G54140.1
Bo8g083450.1,.,C08,AT3G54150.1
Bo8g083460.1,.,C08,AT3G54170.1
BnaC08g25030D,.,C08,0
Bo8g083470.1,.,C08,AT3G54190.1
Bo8g083480.1,.,C08,AT3G54200.1
Bo8g083490.1,.,C08,0
Bo8g083500.1,.,C08,AT3G54220.1
Bo8g083510.1,.,C08,AT3G54230.1
Bo8g083520.1,.,C08,AT3G54250.1
Bo8g083530.1,.,C08,AT3G54270.1
Bo8g083540.1,.,C08,0
Bo8g083550.1,.,C08,AT3G54280.1
Bo8g083560.1,.,C08,AT3G54290.1
Bo8g083570.1,.,C08,AT3G54300.2
Bo8g083580.1,.,C08,AT3G54310.1
Bo8g083590.1,.,C08,AT3G54320.3
Bo8g083600.1,.,C08,AT3G54340.1
Bo8g083610.1,.,C08,AT3G54360.1
Bo8g083620.1,.,C08,0
Bo8g083630.1,.,C08,AT3G54390.1
Bo8g083640.1,.,C08,AT3G54400.1
Bo8g083650.1,.,C08,AT3G54420.1
Bo8g083660.1,.,C08,AT3G54430.1
BnaC08g25220D,.,C08,0
BnaC08g25230D,.,C08,0
BnaC08g25240D,.,C08,AT1G16560.4
Bo8g083670.1,.,C08,AT3G54420.1
Bo8g083680.1,.,C08,AT3G54430.1
Bo8g083690.1,.,C08,AT3G54450.1
Bo8g083700.1,.,C08,AT3G54480.1
Bo8g083710.1,.,C08,AT3G54500.4
Bo8g083720.1,.,C08,AT3G54510.2
Bo8g083730.1,.,C08,0
Bo8g083740.1,.,C08,AT3G54540.1
Bo8g083750.1,.,C08,AT3G54560.1
Bo8g083760.1,.,C08,0
BnaC08g25340D,.,C08,0
BnaC08g25350D,.,C08,0
BnaC08g25360D,.,C08,AT3G28550.1
Bo8g084760.1,.,C08,AT3G54580.1
Bo8g084770.1,.,C08,AT3G54620.1
BnaC08g25380D,.,C08,0
Bo8g084780.1,.,C08,0
Bo8g084790.1,.,C08,0
Bo8g084800.1,.,C08,AT3G54640.1
Bo8g084810.1,.,C08,AT3G54650.1
Bo8g084820.1,.,C08,AT3G54660.1
Bo8g084830.1,.,C08,AT3G54670.2
Bo8g084840.1,.,C08,0
Bo8g084850.1,.,C08,AT3G54690.1
Bo8g084860.1,.,C08,AT3G54700.1
Bo8g084870.1,.,C08,AT3G54720.1
BnaC08g25480D,.,C08,0
Bo8g084880.1,.,C08,0
Bo8g084890.1,.,C08,0
Bo8g084900.1,.,C08,AT3G54750.1
BnaC08g25520D,.,C08,AT3G54770.1
BnaC08g25530D,.,C08,0
Bo8g084910.1,.,C08,0
Bo8g085910.1,.,C08,AT3G54790.2
Bo8g085920.1,.,C08,AT3G54800.2
Bo8g085930.1,.,C08,AT3G54810.1
Bo8g086930.1,.,C08,AT3G54820.1
Bo8g086940.1,.,C08,AT3G54826.1
Bo8g086950.1,.,C08,0
Bo8g086960.1,.,C08,AT3G54830.1
BnaC08g25610D,.,C08,0
Bo8g086970.1,.,C08,AT5G12930.1
Bo8g086980.1,.,C08,AT4G03500.1
Bo8g086990.1,.,C08,0
Bo8g087000.1,.,C08,AT1G42690.1
Bo8g087010.1,.,C08,AT5G47820.2
Bo8g087020.1,.,C08,AT5G12310.1
Bo8g087030.1,.,C08,0
Bo8g087040.1,.,C08,0
Bo8g087050.1,.,C08,0
Bo8g087060.1,.,C08,0
Bo8g087070.1,.,C08,0
Bo8g087080.1,.,C08,AT5G44830.1
Bo8g087090.1,.,C08,AT3G54840.1
Bo8g087100.1,.,C08,AT3G54850.1
Bo8g087110.1,.,C08,AT3G54860.1
Bo8g087120.1,.,C08,AT3G54870.1
Bo8g087130.1,.,C08,AT3G54880.1
Bo8g087140.1,.,C08,AT3G54890.1
Bo8g087150.1,.,C08,0
Bo8g087160.1,.,C08,0
Bo8g087170.1,.,C08,AT3G54910.3
Bo8g087180.1,.,C08,AT3G54910.3
Bo8g087190.1,.,C08,0
Bo8g087200.1,.,C08,0
BnaC08g25760D,.,C08,0
Bo8g087210.1,.,C08,AT3G54920.1
Bo8g087220.1,.,C08,AT3G54930.1
Bo8g087230.1,.,C08,AT3G54940.2
Bo8g087240.1,.,C08,AT3G54950.1
Bo8g087250.1,.,C08,AT3G54960.1
Bo8g087260.1,.,C08,AT3G54970.1
Bo8g087270.1,.,C08,AT3G54980.1
Bo8g087280.1,.,C08,AT3G54990.1
Bo8g087290.1,.,C08,0
Bo8g087300.1,.,C08,0
Bo8g087310.1,.,C08,AT3G55005.1
Bo8g087320.1,.,C08,AT3G55010.2
Bo8g087330.1,.,C08,AT3G55020.1
Bo8g087340.1,.,C08,AT3G55030.1
BnaC08g25890D,.,C08,AT3G55040.1
Bo8g087350.1,.,C08,AT3G55050.2
Bo8g087360.1,.,C08,0
BnaC08g25910D,.,C08,0
BnaC08g25920D,.,C08,0
Bo8g088360.1,.,C08,0
Bo8g088370.1,.,C08,0
Bo8g088380.1,.,C08,0
Bo8g088390.1,.,C08,AT3G55070.1
Bo8g088400.1,.,C08,0
BnaC08g25950D,.,C08,0
BnaC08g25960D,.,C08,0
Bo8g088410.1,.,C08,AT3G55080.1
Bo8g088420.1,.,C08,AT1G10820.2
Bo8g088430.1,.,C08,0
Bo8g088440.1,.,C08,0
Bo8g088450.1,.,C08,AT3G55110.1
Bo8g088460.1,.,C08,0
Bo8g088470.1,.,C08,0
Bo8g088480.1,.,C08,AT3G55120.1
Bo8g089480.1,.,C08,0
Bo8g089490.1,.,C08,AT3G55150.1
